Activity,comp0,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13,comp14,comp15,comp16,comp17,comp18,comp19
STANDING,0.03676702603468522,0.043839589416314086,-0.00112452910055347,-0.010597933386992619,0.08265019996468137,0.029119016246532032,0.016218790577094466,0.00034052445852786876,0.00017938977557102566,-0.006821569778980733,-0.18625579902247644,0.18151115389054392,-0.10120736790199288,0.07670085911116567,0.13383863767936782,-0.06649352428290255,-0.038898836076848096,0.004061932353057693,-0.11705177002198665,0.04025464441195599
STANDING,0.038231138708786784,0.04618036022149792,-0.0012322986849256975,-0.011329835142545435,0.08806132151552455,0.029330112202171816,0.016130652491762935,0.002432752004950372,0.00020676196328441965,-0.00883099508768278,-0.22475647041683525,0.22803047390425982,-0.13316472287918033,0.10058994726067524,0.17911875122540952,-0.08623319372567609,-0.04446388914513412,-0.0049716778098249925,-0.13221132817289855,0.04186140551696053
STANDING,0.03724899860133851,0.0445449300938764,-0.0012362393341062588,-0.010559548474868912,0.08133214778344515,0.02497609785748758,0.01353655085753703,0.003884027018894165,0.0001952167474494465,-0.008810719997652712,-0.21333969853904794,0.21849829360782452,-0.1285098904884951,0.09654045133251661,0.17232422846704748,-0.08290527021901684,-0.04315678919680159,-0.00439907121564564,-0.13139595164328433,0.04224654009444422
STANDING,0.03689261627492627,0.04396889374003481,-0.0012307538136319283,-0.010310699106745437,0.07919054515023786,0.02364609074602569,0.012723525728501635,0.004328876418296129,0.00019108901566564622,-0.00881977251841176,-0.2092268071245377,0.21545860164169303,-0.12742539016292767,0.09534341874037192,0.17045808453802858,-0.08138157276773467,-0.04162721042737275,-0.005505131625894242,-0.12657253210136038,0.040260772670742725
STANDING,0.025481822706023192,0.02552341965648635,-0.0008990616446022715,-0.002932777845727615,0.017764236340191964,-0.006635980327976658,-0.004999570078134871,0.008724344571351487,3.266648476260741e-05,-0.003551045781462307,-0.021451707286767575,0.02695952620227992,-0.01735736405791698,0.00614802534313354,0.009671507651960313,-0.00010667255890102053,-0.0005634441788897137,0.0010767863494126225,-0.009410276909292435,0.005117021666594126
STANDING,0.02982701764732739,0.03253114661252615,-0.0010086256352393763,-0.005776932822314021,0.04163095110028964,0.0058669657327386215,0.0024017060176013934,0.006223140501550452,9.000576881449578e-05,-0.005053972676357049,-0.08711113212601043,0.08980552571015968,-0.0520795014851918,0.03507585221067689,0.060906817175323334,-0.02752614401725002,-0.01666031310221615,0.00251296434286479,-0.05668373138922404,0.020930460861183935
STANDING,0.034829008549593796,0.04069912667665839,-0.0010930086246720336,-0.009273717983506185,0.07138626192490811,0.022715590760572824,0.012422934046699715,0.002003412972517445,0.00015616825671430575,-0.006396296358832241,-0.16170142875668836,0.15941836421585232,-0.08972543971839146,0.06722246966300992,0.11764221724709323,-0.05826689989904169,-0.03439350415951944,0.0037736522492557655,-0.1064516371728901,0.03707676576093408
STANDING,0.03761540255580667,0.04513019901250671,-0.001193928232036755,-0.01093565371076031,0.08499381389935771,0.028730111683878554,0.015900357630494365,0.0016177157429955605,0.00019326131966562678,-0.007832644084284685,-0.20562555423019813,0.20409043432149343,-0.11599672539997816,0.0879892082388698,0.15496072994332272,-0.07678244694055003,-0.043957887680185846,0.002645543294960392,-0.13462470248874178,0.04588537776679042
STANDING,0.03510056962363183,0.04110276927021367,-0.0011679139258365366,-0.009222254214498415,0.07026741239164051,0.019722878304398533,0.01048404384380568,0.004508894457717601,0.00016658872709987408,-0.007795038307691167,-0.17963014730438992,0.18423278395737627,-0.10819956064188235,0.08034851972377119,0.143030715844092,-0.06852828099134115,-0.03645807227763695,-0.002341578515505636,-0.11293635647806484,0.0371611292831063
STANDING,0.03359472728600167,0.03864053620365191,-0.0011519366617071154,-0.008146520526777458,0.06104880197116313,0.01429701855074511,0.007255084062907788,0.006012643534793874,0.00014745949054512016,-0.007497102142929386,-0.15860125524578775,0.16520959385965672,-0.09827030000179893,0.0717168354026182,0.12798386552315763,-0.0602148045319994,-0.031467979670055136,-0.003063792028400185,-0.09920260372184606,0.032615796441641705
STANDING,0.03422315131687315,0.03963544333313328,-0.0011818294291316496,-0.00847750956547923,0.0636116433406071,0.01483745724998393,0.0074648114385628,0.006567929977190029,0.0001564554795296186,-0.008164809694002266,-0.1704149865965425,0.17987101231798117,-0.10869971746093053,0.07908224411026335,0.14197243861564676,-0.0653131124231411,-0.03144663829026383,-0.00757576227781246,-0.09670961047680729,0.029910900474074385
STANDING,0.03245702084231667,0.03681643532034221,-0.0011421273385397918,-0.00736388637702019,0.05430670592670906,0.010120651121239214,0.004735763550890883,0.007390468850532501,0.00013535251304020154,-0.007515060501272813,-0.14688497984550541,0.15658570102914282,-0.09518427450779679,0.06850402621079878,0.123124392131838,-0.056512930228669475,-0.027706458559226994,-0.005921671596545984,-0.08792874118871696,0.027925550710836175
STANDING,0.035004292374613,0.04089009534796258,-0.0012006303913214768,-0.008985713184998023,0.06788368519000741,0.01711110882734784,0.008815440782862838,0.006076882789104277,0.00016645501037552678,-0.008403259263316112,-0.18174509509613257,0.19046479923624493,-0.11436861771211568,0.0839013269971105,0.15043139133536598,-0.07004521915680055,-0.0345198558859677,-0.006865441301262629,-0.10610077757326979,0.03325444121901186
STANDING,0.03726841980979617,0.04455316763326604,-0.001245960780492437,-0.010508432710841703,0.08075828089885252,0.024152970032804862,0.012986310767277649,0.004465406216544664,0.00019579026239125761,-0.009085446938353938,-0.21504133405794829,0.22200763751946218,-0.1316931952176558,0.09850811072234517,0.17632153550184176,-0.08392718271216838,-0.042413363461983766,-0.006502174500306417,-0.12860280900080512,0.040541551090873665
STANDING,0.03597650358812659,0.04249612603040843,-0.0012083606401813325,-0.009720881331922945,0.07425632454640028,0.021126886338434972,0.011256216895516272,0.0047750579131539414,0.0001795838930984361,-0.008469115348092809,-0.19629181090749426,0.2026702764850987,-0.12000917647976879,0.08950844863693724,0.1600574090752522,-0.07651482639794817,-0.0395807731950319,-0.004559925169843009,-0.12191823618261337,0.03926462548933727
STANDING,0.034447827090444624,0.04004109996573086,-0.0011645660464390918,-0.00875228452141794,0.06620135542158759,0.017168698283610683,0.00894853394337244,0.0053578553665143925,0.00015948706435824786,-0.007804638525007571,-0.17295356615392649,0.1793284303258126,-0.10640263007093834,0.07862022479640123,0.1405041611986925,-0.06685438391945045,-0.034907995369602415,-0.003508159201608749,-0.10911270939407279,0.03560647777359854
STANDING,0.03268211193458165,0.03720271147525286,-0.0011280807743484116,-0.007585932532690008,0.05635035182740161,0.011779890195899773,0.005739686471047948,0.006622275114645442,0.00013690614505980318,-0.007321479356719122,-0.14724222468330359,0.1555263353581628,-0.09382454068041614,0.06765862729838977,0.12122240953575315,-0.055693164115841055,-0.02741250562703446,-0.005516298678179691,-0.08576762601709671,0.027175360773271085
SITTING,0.023282921691657018,0.022086153850272978,-0.0008548348332184924,-0.001601328122266125,0.00656791935132395,-0.012732944863653577,-0.008604184155822025,0.010265916565372069,1.0700354156819904e-05,-0.003218208120750844,0.0005761127003923952,0.008280155195522845,-0.008617236467193746,-0.0012891246659443233,-0.002545733661971723,0.007045935573977297,0.0050525035812343955,-0.0017659823025451913,0.007214164121611761,-0.0013273191639621425
SITTING,0.025410452023663377,0.02538250749660515,-0.0009128752925452834,-0.0028101006154150365,0.016560148247674315,-0.007861944410942033,-0.005774765492984957,0.00942536998621584,3.2479711382717916e-05,-0.0037944342147069503,-0.02238848588058967,0.02976316794587255,-0.020125197158873568,0.007829198629285954,0.013188159886738262,-0.0010792631802538392,1.701906821096469e-05,-0.0008006192048161134,-0.007502381663285012,0.003829625954249128
SITTING,0.029692703021402023,0.03222582525059102,-0.001027213612090751,-0.005514511636073791,0.03914292076019287,0.003651617772968637,0.0009957680919956433,0.007306730639986173,8.606732954315588e-05,-0.005299625393560919,-0.08289929011771277,0.08803390126426144,-0.05260194753564964,0.03433036348309387,0.06006725564841056,-0.025365311599582184,-0.013537094397516509,-0.0005104522704057511,-0.046199774634026254,0.01634047323061146
SITTING,0.023479839068753536,0.02237983244740797,-0.0008619347267351567,-0.0016917157159709623,0.007280661595439651,-0.01250248606712599,-0.00849646360269948,0.010328205404805224,1.1533588104069317e-05,-0.003562143762858655,-0.00026474671027946307,0.00862321850047458,-0.00857962015106251,-0.0012749894946291432,-0.002682974476985655,0.007152882095859827,0.005056467227500618,-0.0013923256855062735,0.0069376122377770855,-0.0010350586575893822
SITTING,0.023393305525936464,0.022229976867613743,-0.0008640947017869884,-0.001606593573864443,0.006500713069210213,-0.013161652076302854,-0.008928863963508938,0.010694076841118299,9.701904029681205e-06,-0.004052069425675869,0.0009667573531265475,0.0075015802958812265,-0.008111565451091388,-0.0015373764332502445,-0.003022900453555057,0.007405237876192393,0.005438375477650894,-0.0015675352367594234,0.00752897424215003,-0.0011777696742189953
SITTING,0.023422559640396415,0.02227130055670543,-0.0008622624386057501,-0.001631790110669088,0.006754626921894328,-0.01283079760111388,-0.008683944335551842,0.010400732860830104,1.0997906991776998e-05,-0.0033113839905059453,0.00046556323768798973,0.008465289841875738,-0.008757802381243586,-0.0013273757311743066,-0.002650431448632443,0.007237987916011672,0.005184148759212796,-0.0017525739756449575,0.007419034112949447,-0.0013448048157884732
SITTING,0.025767717214982017,0.025917886205290726,-0.000922382997658242,-0.002984581863903884,0.017969948739172112,-0.0072746321405432746,-0.005462521736864397,0.009385189201220223,3.476272460628675e-05,-0.0038961153173108585,-0.024066440342589757,0.03141665783984762,-0.02112533900808729,0.00822430278410189,0.0137303761822759,-0.0007255796143662717,0.0007117784865141454,-0.0014423891883245969,-0.004377201541482547,0.002478147128535327
SITTING,0.02690865118636913,0.02772456507275874,-0.000969299208888086,-0.0036413587155515047,0.023287380527587647,-0.005129370075055571,-0.004238711056322365,0.009430105115264606,5.0281142307802534e-05,-0.004563646852197758,-0.04284315951151162,0.05106898392729402,-0.03301671485414363,0.017524851787766388,0.030627371311297436,-0.008968532743581732,-0.0032667779348132535,-0.0024520086033473177,-0.016164573971660656,0.005981660256299507
SITTING,0.030388372535372833,0.03333410730120279,-0.0010793912622417464,-0.005831320507638317,0.041382173465950925,0.00330697556255801,0.0006212052708214681,0.008594725632026675,9.722688358936866e-05,-0.006347181124695377,-0.09767887821726871,0.10741424385575847,-0.06685491183498649,0.04371245104458646,0.0778187909851947,-0.030741618089360982,-0.012145682287617395,-0.007297334791447683,-0.03799092980219841,0.010839972889029808
SITTING,0.032979368304024516,0.03743930517192295,-0.0011925171421410517,-0.007258382881178386,0.05270998528769471,0.006944379470346688,0.002483733120653572,0.009666763085639752,0.00013089566376655128,-0.00834577460348534,-0.13786749599493325,0.15351985888745448,-0.09762577837269504,0.06522260354603795,0.11745419846879418,-0.04501133940558103,-0.013031092187755186,-0.01808613575829095,-0.032570305018056724,0.004372331281086352
SITTING,0.035124337261489204,0.04094140530570316,-0.0012165201279190775,-0.008786163287007785,0.06580527481529275,0.014673731351775509,0.007087419897555596,0.007506012513404478,0.00015798054161099602,-0.008752049130776344,-0.1675878615430669,0.1804545761976787,-0.11176046994799188,0.07753063418711906,0.138984645281668,-0.056881728434236646,-0.019927983239327998,-0.017423779190083147,-0.05123571085035174,0.010371337612650935
SITTING,0.026049717234904245,0.026400213617216325,-0.000927172536998933,-0.003215602949674324,0.019969847790221828,-0.006028750327295022,-0.004690608168645075,0.008999392465621548,3.9697565319915835e-05,-0.003949051354649087,-0.029942586532712884,0.036483424220374434,-0.02351321107284794,0.010610621717899062,0.017865325628787707,-0.003569817771404857,-0.0016403143491524334,-0.00025749579789197813,-0.0120911126292246,0.0054846059053035474
SITTING,0.027951178519204152,0.029466243068592312,-0.0009709845197016347,-0.004468300211532743,0.030518824694544158,-0.000370077915568835,-0.001342196883221089,0.007758178430290584,6.369821955975032e-05,-0.004520050663490902,-0.05657843007378854,0.061542819405754824,-0.03715075967388321,0.02186695651790246,0.03759737761412945,-0.013872471223573792,-0.007472624946969217,6.58780929170562e-05,-0.028135209295658686,0.010651156708364484
SITTING,0.030197844570581427,0.033140073221522896,-0.0010277821136597145,-0.005993737984871867,0.043332761870693494,0.0063028635024068285,0.0025889050102330118,0.006525955133040554,9.539398388681585e-05,-0.005459342708907777,-0.09353624387452962,0.09800165562837126,-0.058127310723097236,0.03894503819004738,0.06818331059837861,-0.02924887974814378,-0.01511507496710276,-0.0012734609658836859,-0.04880340711442783,0.016622632725514116
SITTING,0.03436800483974956,0.039852223404023446,-0.0011522514396536333,-0.008636082065156753,0.06524944583231018,0.016826586324009355,0.008696220070620852,0.005218369288596986,0.00015183975568436686,-0.00746645031823244,-0.16021345527717834,0.16585910062373616,-0.09841544561806027,0.07101422797319477,0.126165010610226,-0.057544438861183274,-0.02817395611982169,-0.005450471927787438,-0.08449005757812873,0.02635797311476164
SITTING,0.03745015441655576,0.04479003590674156,-0.0012401130283660861,-0.010582936083219915,0.08145789743170487,0.02489413797584251,0.013430417195529214,0.003915570194504011,0.00019209419207424027,-0.008709611998812851,-0.20684582528134587,0.2116523963676753,-0.12446897602789557,0.09226585734974878,0.16411571263277608,-0.07717832473130375,-0.038919169132223805,-0.005680458519159968,-0.11585782993775495,0.036420934594072946
SITTING,0.03466238326405609,0.04025000067837362,-0.0011879728628553558,-0.008665377156874501,0.06520143094693687,0.015896543482605323,0.00810495966240699,0.006018416378687326,0.00015542875184382238,-0.007860426830650295,-0.16539057370963972,0.17222099105002636,-0.10260565042301872,0.07402276867354957,0.13176196815016145,-0.060363893985389,-0.030051072395554077,-0.0051117751802322794,-0.0920787490399772,0.029274814290125482
SITTING,0.035498719886345786,0.04165271046930559,-0.0011770122131359163,-0.009357939946295078,0.07131949022756733,0.020072395103840703,0.010623966479438009,0.004496983890785433,0.0001659254995208767,-0.0077829798044585915,-0.17641322824298167,0.18097129325766895,-0.10644616770196388,0.07806666943759125,0.13865894178451946,-0.0649371126326754,-0.03327104018955327,-0.003984917990536743,-0.10095356388136416,0.03239492058376666
SITTING,0.03958633880691055,0.04823009063483163,-0.0012879594359434846,-0.011977857621076603,0.09317080408067929,0.031015917457015766,0.01701254455457689,0.0027261515202172872,0.00021920378409317923,-0.009476973982234752,-0.2376076954156431,0.2417690809982996,-0.1417107186338104,0.10618832150150641,0.18897631551799798,-0.08945923069376119,-0.044800913044997386,-0.007057926254797749,-0.1311288210183312,0.04060595634060052
SITTING,0.03448021201346887,0.040082505243546916,-0.0011636572750515193,-0.008751181453327636,0.06617972334909496,0.017125556067676486,0.008874514977464202,0.005370271733067796,0.00015692202895629053,-0.007749363797517673,-0.16777487678009007,0.1744366375756776,-0.10401420469952292,0.0755947714802397,0.13481982162405337,-0.061860221196014954,-0.0300097339634008,-0.006483231524881305,-0.09001236654433593,0.02777521761652532
SITTING,0.03856983631334589,0.04661949249795917,-0.0012588841366418324,-0.011342950823666197,0.08784810419414411,0.028169615765587647,0.015293399685732434,0.0033937262268684556,0.00020663399233633776,-0.00923951916064612,-0.22356491592944955,0.2293016401517384,-0.13556772560086808,0.10063398909216426,0.1794074115670913,-0.08338493265545005,-0.04002820421039786,-0.00925101686877516,-0.11560168345027934,0.0346102652097581
SITTING,0.03567736961420244,0.04199545460706084,-0.001186322530273478,-0.009523394660818234,0.07268445739020767,0.02061136053688383,0.010913390878388364,0.004609112398772824,0.00017095549854982873,-0.008095870495024304,-0.18320770355621127,0.18917512692582936,-0.11223824922276698,0.08227470517079576,0.146629669196608,-0.06777544667404327,-0.032973252064982514,-0.006903296721652888,-0.09770244087890313,0.029979393137543674
SITTING,0.03741084322777415,0.04471449783882576,-0.0012407976150752235,-0.010530686701683611,0.08096933190158179,0.024454541006485996,0.013141291222822081,0.0041488366517286645,0.00019136254863692651,-0.008780196436629632,-0.20632491591645535,0.21185233019722158,-0.12504610273500827,0.09249153856701697,0.1647225412856914,-0.07707842734272055,-0.03837543720007109,-0.006503054865275096,-0.11408895705310289,0.035546986247472254
SITTING,0.03406618123545762,0.03943408640696493,-0.0011307826093247921,-0.008557435019182649,0.06474838007206206,0.017009632228971894,0.008837112269662743,0.0049237321586488485,0.00015040292411959286,-0.007318780467138821,-0.1594377695419058,0.16494258794378566,-0.0978432921020011,0.0711018595134252,0.1265506975520278,-0.05832789522755608,-0.028814349964020346,-0.005268515689677721,-0.0868463615624598,0.02719379767316441
LAYING,0.024067133812402105,0.023230418874763466,-0.0008896361132629384,-0.0019082800988147381,0.008872146965132284,-0.012345621811656524,-0.008482896002369816,0.010702510930099487,1.580219168396057e-05,-0.0036062649488112497,-0.003748752403269277,0.01352568616877758,-0.012262447796574106,0.00036774352488637446,0.00022693986986757638,0.007368008862350323,0.006558012805767488,-0.0036063270673681626,0.013487812276259578,-0.004145718093007416
LAYING,0.0265631074790128,0.02704269697441866,-0.0009925369531208236,-0.0031199148080681346,0.018365324336495674,-0.009563518512925202,-0.007131521674025019,0.011677080790342695,4.042670872486664e-05,-0.0051047467499767876,-0.030313788322457527,0.04400431913716229,-0.03260019830435527,0.013411991009200009,0.023778776799283356,0.000574522563336795,0.007941441808997883,-0.011242053335473567,0.02405972337224079,-0.010892938788669985
LAYING,0.02848984275431327,0.030061161031993154,-0.0010833847895187734,-0.004104476575297208,0.026019596946778085,-0.007671181635046574,-0.006294440218614671,0.012913475402791554,6.308235467018908e-05,-0.006680373094244451,-0.05613650317162879,0.07507392433754627,-0.05423994717619035,0.027234723761042703,0.0491619084717237,-0.0060951448796710385,0.010998026141463732,-0.02139150045829284,0.04188965096425289,-0.021222512188854455
LAYING,0.030041753829313785,0.0324905807733605,-0.001151517419095404,-0.004936628046531811,0.032632152552574914,-0.0054537793848793426,-0.005110426877775856,0.013399513992181897,8.27941164892993e-05,-0.0077392872710095924,-0.07985046351895642,0.10124320415443373,-0.07097350701600005,0.03950572420463723,0.0716664521197543,-0.015543496918544513,0.008123027837788357,-0.025137036979151053,0.035396866894501236,-0.020627715793605967
LAYING,0.03347286471144606,0.037766593626329434,-0.0013056757244786475,-0.006587328091141748,0.045398867830082,-0.0024227022282298353,-0.0038272919653890443,0.015466697131046,0.0001177454119072758,-0.010236643496854396,-0.11774193800063437,0.14726110944490617,-0.10330881478724492,0.0592066845383209,0.10760506327837796,-0.02325876401502192,0.014786276283187055,-0.04139837960660518,0.06964088284624406,-0.039020859171805124
LAYING,0.03143036937955176,0.03462853363343774,-0.001219114063649054,-0.005570523905883816,0.037398807732455824,-0.0048835134861724225,-0.0050688145304197355,0.01474102193829,9.62846152513738e-05,-0.008986669996825424,-0.09399241552061938,0.12055863028118942,-0.08584762240259543,0.04755757099644856,0.08654419219760957,-0.016336106653631343,0.014839993949223204,-0.03575207836036354,0.06511871607429007,-0.03511166239054391
LAYING,0.029980778540958593,0.03236369755840742,-0.0011619962747667194,-0.004803819143820364,0.03131629703925181,-0.006855243701104724,-0.006054086039177162,0.014223920694552663,8.024069955662834e-05,-0.008008950784091763,-0.0761992634220751,0.09992403964213267,-0.07185517829509552,0.03846458570645401,0.06998934638504997,-0.011671414386675355,0.013328908758766625,-0.02965905104281192,0.05511416707569329,-0.029105457279436187
LAYING,0.032532840021994254,0.03632071805952439,-0.0012652660570999746,-0.006123454309003002,0.04177060931554261,-0.0034448836693256567,-0.004315713455782374,0.015037081172785469,0.00010785903507479552,-0.00960822381613949,-0.10677296291059739,0.1345116997331236,-0.09469724907705215,0.05362333364794045,0.09744973581670985,-0.020286086690802684,0.014135932005181932,-0.03797509891739948,0.06484630928488964,-0.03596180356672741
LAYING,0.031111537752904175,0.034118091225263644,-0.0012082134521159344,-0.005392405770490865,0.035985756367700815,-0.0053062624615299375,-0.005249227562547914,0.014564650541874804,9.302460091884505e-05,-0.008721565697866444,-0.09081660577017678,0.11622652763992743,-0.08243165615495461,0.04580867827306408,0.0833593656000002,-0.016551322583395568,0.012660349065299671,-0.03275967789966469,0.0554880394615122,-0.030553750183890973
LAYING,0.029059939590285633,0.030948637943131383,-0.0011298850285982025,-0.004333837545867292,0.027567810622861823,-0.008184311466420995,-0.006732664947206145,0.014054386759441926,7.187371478648898e-05,-0.007537178340434523,-0.06799219477326511,0.09064874506445378,-0.06564408586121236,0.03481714946333823,0.06359195493695351,-0.010605097041641389,0.01174958662797821,-0.02657986115814424,0.047000497811147374,-0.025020269773895144
LAYING,0.031531720112220225,0.03476475078058115,-0.0012329088458921675,-0.0055788821153962016,0.03736162072602052,-0.005233583900689101,-0.005283803242743927,0.015039482631987344,9.793682830103703e-05,-0.009141949559984605,-0.09665078609235178,0.12368446766386407,-0.08783501886956092,0.04919246148913922,0.0896676835352844,-0.018130791225031327,0.013549889323620258,-0.03545179749412975,0.06011342569738263,-0.03321574800061962
LAYING,0.030578558176338626,0.03330286371317778,-0.0011911570913187392,-0.005125307154421566,0.03386036528823335,-0.0060362944262772195,-0.005607555712996761,0.014445486574653253,8.857187469703476e-05,-0.008447021751553778,-0.08664582369160395,0.11131092732356807,-0.07899644215938324,0.04394273954602361,0.08008493142858004,-0.016369753423616094,0.011281543871465604,-0.030646506064782864,0.04908123507865363,-0.027478262854953764
LAYING,0.031546931809667694,0.03476786376889728,-0.0012329892430772095,-0.005569624052593052,0.03728991622989599,-0.005209962548676623,-0.005252100315420122,0.014956936899801874,9.743490402723042e-05,-0.009062738450273163,-0.09593778753925958,0.12241564456478177,-0.086680325089226,0.048561422694000225,0.08843227436145672,-0.018145266600065102,0.01272602071366664,-0.03422606215422508,0.05650960789297107,-0.031464427023397024
LAYING,0.02336447966627762,0.022205148825387738,-0.0008588454570705925,-0.0016313384005797176,0.006785363726771978,-0.012728650516477194,-0.008617666371950322,0.010341257502765622,1.115147621536505e-05,-0.003304372901962982,0.00017655076114305837,0.008793564346154565,-0.009003493966038091,-0.001128557791727338,-0.0022759136279270073,0.007148122778051886,0.005320298038882348,-0.0020265100564749025,0.008211816746363874,-0.0017559224896480279
LAYING,0.02404464308546715,0.023217019536853643,-0.0008866157801156064,-0.0019337282975615336,0.009137280344329105,-0.012051538124677892,-0.00828340469573343,0.010548723297255473,1.686078572460836e-05,-0.003574466288920266,-0.005530811731078169,0.015118565844332415,-0.013041387514101626,0.0013781326707032631,0.0021367999755728443,0.005834754526356193,0.005295018538405614,-0.0030817977892185835,0.009039347869517511,-0.002451752586551406
LAYING,0.0231895262313396,0.021934494004943773,-0.0008553639501419835,-0.0015276941293111638,0.00590780136571836,-0.013253690570408969,-0.008945762031308136,0.010548366003345114,9.047002383821081e-06,-0.003645569642919786,0.0017298372040395395,0.0071276130519851945,-0.008061282171317479,-0.0016116248737997503,-0.0030379410548023265,0.007367868808045895,0.005454280317245442,-0.001882030717248936,0.007983727298512142,-0.0015322648733346698
LAYING,0.02317659544025629,0.021915100707613547,-0.0008546466778806915,-0.0015228006013724468,0.0058739711339726745,-0.013243259660885793,-0.008933365472404826,0.01051850949320703,9.081483960116092e-06,-0.0035604900362912746,0.001785780708925222,0.007131939264954195,-0.008079331006812223,-0.0016233349876546177,-0.0030522127710513607,0.007360972312099728,0.005413659550224398,-0.0019231510212467692,0.008016354960906889,-0.0015776277768862377
LAYING,0.023586638119230688,0.02251349333359407,-0.0008708221999864658,-0.0016940263065777683,0.007206072534787565,-0.012817830216483148,-0.008705353055434966,0.010547009903766169,1.2138069596792538e-05,-0.003413640801582079,-0.0004700884368812101,0.00975117796475227,-0.009735456268280667,-0.0009437589491552441,-0.0020068534912062374,0.007492012277765391,0.005802551617155712,-0.002428791977801999,0.00993939071324249,-0.002461080020625159
